dataset,loss,stability,color,marker,loss_abs,stability_abs,loss_se,stability_se,loss_abs_se,stability_abs_se
Boston,1.1386490037491055,0.2418151493327422,#D55E00,NU,22.90283658943329,0.5326581420361935,0.1675991469018659,0.0137486520798578,3.3710966780660803,0.0302848332396332
Carseats,1.189770407276282,0.1862998377339553,#D55E00,NU,6.948187655238399,0.2397285194380935,0.1109706341300915,0.0130748417908323,0.6480618323007515,0.0168245582096514
College,1.092174269972484,0.228316374058907,#D55E00,NU,0.0613948935246209,0.028517236904569,0.0951711293076173,0.0102845641613309,0.0053498983734585,0.0012845655676593
Hitters,1.108644123918051,0.2284815627265672,#D55E00,NU,0.3086805379489473,0.0574506546641019,0.173051691887463,0.0209606518735778,0.0481829003485938,0.0052704610295601
Wage,1.006431863917825,0.2975892462567553,#D55E00,NU,0.087670747339129,0.016473357885043,0.0352743406557479,0.012026732825018,0.0030727642059601,0.0006657521281645
Boston,0.97517740073578,0.963926388074163,#009E73,"TR_{0,5}",19.614761512302795,2.123288141160812,0.1313244104562071,0.0580861206637367,2.6414650194915605,0.1279491594972905
Boston,0.9711287809765308,0.8867977589657602,#009E73,"TR_{5,5}",19.53332739480607,1.953393110216538,0.1396927276600533,0.0548493672536924,2.809785723077285,0.1208194033079827
Boston,0.9720108911973044,0.8709199714428983,#009E73,"TR_{10,5}",19.55107019893072,1.918418325448461,0.1419773103893656,0.0559890488777178,2.855737921473983,0.1233298361656479
Boston,0.9844825892120128,0.8633220001512452,#CC79A7,SL_{0.1},19.80192648623536,1.901681899783552,0.1449599498889358,0.0490673554174057,2.915730864724207,0.10808308099548
Boston,0.9905295276793036,0.7213481016239361,#CC79A7,SL_{0.25},19.923554874901857,1.5889489994013182,0.1375123171258416,0.0417043570565284,2.765928848835524,0.0918642417807221
Boston,1.0413138955637489,0.6107509651718285,#CC79A7,SL_{0.5},20.945033904107063,1.3453312385635092,0.1423371633120338,0.0510230858923502,2.8629760191291536,0.1123910648582861
Boston,0.981625105465628,0.4533761522971199,#CC79A7,SL_{0.75},19.744450931358543,0.9986739854491132,0.1364106500317784,0.0342743115897517,2.7437698680186013,0.0754977146028409
Boston,0.997676756405668,0.417246572137784,#CC79A7,SL_{0.9},20.0673145506652,0.9190895793714836,0.1396655544007551,0.0325820664362555,2.8092391589339343,0.0717701228377331
Boston,0.9235330126894696,0.9559270240991256,#F0E442,ABU,18.57598399939808,2.105667548058303,0.1531658003327151,0.0576529042325667,3.080783704688417,0.1269948923227015
Boston,0.8529823801967722,0.8774670764951916,#E69F00,BABU_{1},17.156925446726262,1.9328399562788423,0.1212648949608284,0.0503253078992075,2.439127478422324,0.1108540348979767
Boston,0.9770784351225802,0.6801388582190975,#E69F00,BABU_{3},19.652999002318086,1.4981753688520822,0.154096478416154,0.0421318881133814,3.0995034049579333,0.0928059855012229
Boston,0.9400948260931792,0.610665143833889,#E69F00,BABU_{5},18.909109049137665,1.3451421956745917,0.1427192777934101,0.0467718644709706,2.870661886764046,0.1030266900044153
Carseats,0.9968549650986638,0.9427562082042004,#009E73,"TR_{0,5}",5.8215730700664885,1.213128002326069,0.0771182853706359,0.03966697939404,0.4503661505853682,0.0510430194485424
Carseats,1.0520883747791547,0.8876782456996378,#009E73,"TR_{5,5}",6.14413286223452,1.142254304498478,0.0932298598582001,0.0400043748833333,0.5444567770426391,0.0514771761396979
Carseats,1.0498267781909183,0.8659558429050389,#009E73,"TR_{10,5}",6.130925274115494,1.114302162811572,0.0934203498190116,0.040689855252196,0.5455692269624408,0.052359244508249
Carseats,0.9769504935542792,0.869509665649526,#CC79A7,SL_{0.1},5.705332152808053,1.1188751816356568,0.0768371118341266,0.035901789803384,0.4487241140349501,0.0461980161627067
Carseats,1.04578534949428,0.6387081678386092,#CC79A7,SL_{0.25},6.107323573478314,0.8218824304486222,0.0918428191939819,0.0337461807198969,0.5363565429457954,0.0434242028284748
Carseats,1.0846761850518536,0.4825810615242749,#CC79A7,SL_{0.5},6.334443715205197,0.620979839785402,0.0953202462764248,0.0219824392721049,0.5566645080611277,0.0282867536785784
Carseats,1.093185871762268,0.4148143173893356,#CC79A7,SL_{0.75},6.384139774032719,0.5337783615865397,0.0960755845273779,0.019083445283396,0.5610756380394035,0.0245563610747718
Carseats,1.0994320325175957,0.3903655696048193,#CC79A7,SL_{0.9},6.420616977354792,0.5023179900704499,0.0960669552787581,0.0171642822726604,0.5610252437462129,0.0220868038667778
Carseats,0.9726025148583848,0.8970681928359369,#F0E442,ABU,5.679940218603527,1.1543371820359318,0.0752730738200829,0.038688402942247,0.4395902260553518,0.0497837983627982
Carseats,0.9793600165941588,0.8003623271137982,#E69F00,BABU_{1},5.719403622512054,1.0298971702112625,0.0764784848369361,0.0404659250776537,0.4466297539302816,0.0520710936979557
Carseats,1.0768277786522464,0.587701121715811,#E69F00,BABU_{3},6.288609493639807,0.7562471416761711,0.0960584362241835,0.0304383797832021,0.5609754929796212,0.039167762077935
Carseats,1.088908393668023,0.4865534436445053,#E69F00,BABU_{5},6.359159559103668,0.626091456069712,0.0961940456156898,0.0225067487580067,0.5617674436738358,0.02896142918185
College,0.9487003572294052,0.898681689161427,#009E73,"TR_{0,5}",0.0533297286158706,0.1122473967854909,0.1061805760438365,0.0493640960508366,0.0059687774559626,0.0061656884113725
College,0.975941212021328,0.8617351506919498,#009E73,"TR_{5,5}",0.0548610312893092,0.1076326896945925,0.1098575793919375,0.0505954286465942,0.0061754745328421,0.0063194846666182
College,0.970338285249436,0.8322082869194267,#009E73,"TR_{10,5}",0.0545460713950469,0.1039447169299553,0.1095910936545085,0.0510769562767275,0.0061604944477723,0.0063796285680848
College,0.982143506057917,0.9359159497016248,#CC79A7,SL_{0.1},0.0552096836907198,0.1168980410205703,0.0786089431166346,0.031513268652187,0.0044188805993848,0.0039360792737532
College,0.9006405157742371,0.7562635481428437,#CC79A7,SL_{0.25},0.0506281186896227,0.0944590454958572,0.0662592716673378,0.0298540928194243,0.0037246628499475,0.0037288444204306
College,0.9013555421588704,0.5625884644029963,#CC79A7,SL_{0.5},0.0506683127959652,0.0702685849198825,0.0716988701844325,0.0257403931530062,0.0040304414980585,0.0032150339308193
College,0.9271162854659346,0.4610439564171526,#CC79A7,SL_{0.75},0.0521164132831632,0.0575854438069149,0.0771619572956844,0.0290723889560893,0.0043375405212935,0.003631207821427
College,0.9579346711485855,0.4232642279801253,#CC79A7,SL_{0.9},0.0538488213425792,0.0528666693849322,0.0821281680583976,0.0253095292084384,0.0046167084062917,0.0031612180394645
College,0.984277105655696,0.9265471043397736,#F0E442,ABU,0.0553296207041903,0.115727850823711,0.0779707909432488,0.0384799829910367,0.0043830078583629,0.0048062378161106
College,0.9235212899021676,0.8240618408691064,#E69F00,BABU_{1},0.0519143261475044,0.102927207200726,0.0710034963041544,0.0345815086408373,0.0039913521269634,0.0043193094603618
College,0.8751744510225354,0.6744071299850852,#E69F00,BABU_{3},0.0491965831033089,0.0842349917967475,0.0679873342566579,0.0311500517055126,0.003821803225428,0.0038907126470328
College,0.886757736538844,0.5859705967442582,#E69F00,BABU_{5},0.049847719648539,0.0731890666858452,0.0690072056709182,0.0277263607548325,0.0038791337253388,0.003463085822934
Hitters,0.9825265115329186,0.9380662617748676,#009E73,"TR_{0,5}",0.273565525298813,0.2358725151130388,0.1643929818072378,0.0545543327486342,0.0457720498079694,0.0137174400147249
Hitters,0.9547360882299416,0.8800393032937196,#009E73,"TR_{5,5}",0.2658278188248228,0.2212818990776515,0.1736850370410601,0.0587185698266256,0.048359243070755,0.0147645185774421
Hitters,0.9415572658994962,0.843092025231584,#009E73,"TR_{10,5}",0.2621584303540494,0.211991673260759,0.1738573443161052,0.0625135338613125,0.0484072187026155,0.0157187451050347
Hitters,0.9803551924239052,0.9517254007501638,#CC79A7,SL_{0.1},0.2729609634415234,0.2393070437765959,0.1623568805746622,0.0610335142282807,0.0452051367560436,0.0153466008680174
Hitters,0.9487315393226348,0.7549519018191476,#CC79A7,SL_{0.25},0.264155968185956,0.189829238218772,0.1662787281497789,0.048953838053793,0.0462970994455336,0.0123092209758586
Hitters,0.98636746260802,0.5759066986935064,#CC79A7,SL_{0.5},0.2746349639207467,0.1448091323892913,0.1769242471948517,0.0448444827134404,0.0492611385584327,0.0112759421776336
Hitters,0.9514355231416703,0.4409250639173133,#CC79A7,SL_{0.75},0.2649088402409807,0.1108686113556381,0.1701771257878835,0.0376788478745074,0.0473825329531016,0.0094741757345651
Hitters,0.961357497298801,0.3931784750160156,#CC79A7,SL_{0.9},0.2676714222582963,0.0988629477142351,0.1705146646743953,0.0341086495292617,0.047476514134997,0.0085764655221199
Hitters,1.0347773583701456,0.9777198306381076,#F0E442,ABU,0.2881137641448392,0.2458432255011129,0.1664330793545423,0.062538995769195,0.046340075556525,0.0157251473865115
Hitters,0.8766282022172147,0.884960831322702,#E69F00,BABU_{1},0.2440801869632518,0.2225193950219134,0.109547792266913,0.0526605495186779,0.0305014663574492,0.0132412567942736
Hitters,0.7986160744783252,0.750185015186385,#E69F00,BABU_{3},0.2223592171430371,0.1886306261535635,0.1028462905679087,0.0590007439248729,0.0286355626784546,0.0148354699771092
Hitters,0.8744027556237024,0.6270923404066476,#E69F00,BABU_{5},0.2434605543536148,0.1576795302924311,0.1266025428564299,0.0535753037665626,0.0352500321712941,0.013471267609022
Wage,0.9993731784252076,0.9865871644204824,#009E73,"TR_{0,5}",0.0870558619658056,0.0546135441677421,0.0354678761647596,0.0286449054243491,0.003089623174083,0.0015856681132603
Wage,1.0006888956566058,0.9713942519480712,#009E73,"TR_{5,5}",0.0871704747052261,0.0537725249184839,0.035819815915887,0.0289547033069104,0.0031202808093447,0.0016028172927271
Wage,0.99908813995408,0.9540301437495234,#009E73,"TR_{10,5}",0.0870310321321328,0.0528113169033848,0.0359578359720748,0.0295185812970801,0.003132303800575,0.0016340313370933
Wage,1.0006238937293523,0.9027978235742076,#CC79A7,SL_{0.1},0.0871648123571376,0.0499752992846536,0.035597915669233,0.0274036957935568,0.0031009509757451,0.0015169596813677
Wage,0.9983282223831748,0.7502241049999575,#CC79A7,SL_{0.25},0.0869648353594093,0.0415294246385082,0.034606936399925,0.0258585941851105,0.003014626311103,0.0014314289974305
Wage,0.9941670281743272,0.5914621892135636,#CC79A7,SL_{0.5},0.0866023517982343,0.0327409959900891,0.034382694708635,0.0195231624411013,0.0029950925131731,0.0010807246766659
Wage,0.9929092810943128,0.5019360022899911,#CC79A7,SL_{0.75},0.0864927888656387,0.0277851821096277,0.0348886847440444,0.0171305544010706,0.0030391695402833,0.0009482794051454
Wage,0.9935617469154548,0.4605747471519424,#CC79A7,SL_{0.9},0.0865496254665091,0.0254955874181724,0.0349188734371358,0.0164146660140701,0.0030417992913667,0.0009086506693858
Wage,1.000230088073447,0.8781336639625555,#F0E442,ABU,0.0871305077634563,0.0486099894378522,0.0354400684292399,0.0278417644092259,0.0030872008293201,0.001541209418799
Wage,1.0008960645521583,0.7657615985462849,#E69F00,BABU_{1},0.0871885212839858,0.0423895185264586,0.0355734891177043,0.0260650536645215,0.0030988231674908,0.0014428577736241
Wage,0.9930859918078764,0.622565154528727,#E69F00,BABU_{3},0.086508182218012,0.0344627325291866,0.0350521016007763,0.0210471952366507,0.0030534048586105,0.0011650890748605
Wage,0.9906924319845216,0.5202939490039535,#E69F00,BABU_{5},0.0862996781095495,0.0288014050748646,0.0349050220177435,0.0191449957282507,0.0030405926877869,0.0010597908704906
Boston,0.955352241609624,0.5167863176246115,#E69F00,BABU_{7},19.2159973818896,1.1383506804070176,0.1383563459220421,0.0360505082550568,2.7829056814964312,0.0794102304987347
Boston,0.9892460287568876,0.5006265030712655,#E69F00,BABU_{10},19.89773852062058,1.1027546608053242,0.1724941286550564,0.0455347766613959,3.469554558266608,0.1003016957432951
Boston,1.0237978024337313,0.3393366739940816,#E69F00,BABU_{20},20.59271442960597,0.7474736086353009,0.1433494684285816,0.0329161289638203,2.883337569164857,0.072505978824207
Carseats,1.1248453139211638,0.4144150160495602,#E69F00,BABU_{7},6.569029013027796,0.533264545148703,0.098015964112984,0.0188750841437367,0.5724073381730866,0.0242882443220868
Carseats,1.1193783492965754,0.3644127037013471,#E69F00,BABU_{10},6.53710226826773,0.4689221364084646,0.0972316678103881,0.0180927663308677,0.5678270949140353,0.0232815666282665
Carseats,1.1227686766481988,0.250807295608737,#E69F00,BABU_{20},6.556901576191091,0.3227359850222575,0.1029017373709272,0.0131440384062969,0.6009399602903653,0.0169135996300693
College,0.9268283567644618,0.539342844239086,#E69F00,BABU_{7},0.0521002278149137,0.0673651538368502,0.069016262112003,0.0344072406420123,0.0038796428192183,0.0042975429890439
College,0.9667275187358656,0.4491344505328919,#E69F00,BABU_{10},0.0543430977197482,0.0560979193044883,0.0707981295283165,0.0257340340354208,0.0039798077501338,0.0032142396625
College,1.0213875893278637,0.2924642982321904,#E69F00,BABU_{20},0.057415729355841,0.0365294592347725,0.0882033472857741,0.0210324601379212,0.0049582152445888,0.0026270023379236
Hitters,0.8696506243418837,0.4785746167876252,#E69F00,BABU_{7},0.2421374152065893,0.12033542099401,0.1388345794815282,0.0339669882451589,0.0386558064537595,0.0085408454335003
Hitters,0.821415713815956,0.4410218156647318,#E69F00,BABU_{10},0.2287073362409038,0.1108929391445536,0.1218331910211167,0.0349399850865828,0.033922098293839,0.0087855010847434
Hitters,0.8355332455064723,0.2833677447694058,#E69F00,BABU_{20},0.2326380901976731,0.071251536681649,0.1220402192966258,0.0273136869065286,0.0339797413174893,0.006867902929867
Wage,0.9937735126855658,0.4619536754687498,#E69F00,BABU_{7},0.0865680724811478,0.0255719194091509,0.0349443060917052,0.0161339450420967,0.0030440147417244,0.000893111072121
Wage,0.9958781727131728,0.3824632871580101,#E69F00,BABU_{10},0.0867514103941554,0.0211716474519645,0.0349230633022797,0.0146900197259197,0.0030421642724664,0.0008131811055921
Wage,1.0057648201784457,0.2487237647639484,#E69F00,BABU_{20},0.0876126408490268,0.0137683590486219,0.0354010612756624,0.0090794217370933,0.0030838028980459,0.0005026007006158
Boston,1.0,1.0,#3776ab,baseline,20.114044375416498,2.2027492632533363,0.13325308143295322,0.05737417382253557,2.6802583931034087,0.12638091911735908
Carseats,1.0,1.0,#3776ab,baseline,5.839939884825972,1.286788664735376,0.0748668212289932,0.03497805218268741,0.43721773534533315,0.045009361063204634
College,1.0,1.0,#3776ab,baseline,0.05621345898046811,0.12490228535782304,0.08007066683300405,0.03847113197747281,0.004501049145555802,0.004805132304288779
Hitters,1.0,1.0,#3776ab,baseline,0.2784306805848948,0.2514454732299576,0.1541100765307991,0.05970330643924978,0.04290897349346061,0.015012126141010334
Wage,1.0,1.0,#3776ab,baseline,0.08711046468446008,0.055356025435240576,0.03560904505682731,0.027919808145426096,0.003101920461870104,0.0015455296098452439
