dataset,loss,stability,color,marker,loss_abs,stability_abs,loss_se,stability_se,loss_abs_se,stability_abs_se
Boston,1.0,1.0,#3776ab,baseline,14.491152008965795,1.953041367092673,0.2421924655250432,0.14837006426204996,3.509647833349609,0.28977287314198175
Boston,0.9522752691726516,1.0586378453289838,#F0E442,ABU,11.670805979422386,3.11798894967852,0.13920508249312,0.2018275280001457,1.7060566011949407,0.5944393588629222
Carseats,1.0,1.0,#3776ab,baseline,5.291384927120406,0.31574870130088883,0.05308922662084388,0.11756998578974655,0.2809155335340128,0.037122570325076425
Carseats,0.9770424875552186,0.9930391921976626,#F0E442,ABU,5.090977160495505,0.2912480364519577,0.0792090436853827,0.0714005411576867,0.4127266085592661,0.0209410339261254
College,1.0,1.0,#3776ab,baseline,0.050941810381766484,0.006229034797047344,0.08808618524172565,0.07300177853767018,0.004487269745837145,0.00045473061875749157
College,0.9385711145126808,1.0776877524843649,#F0E442,ABU,0.0458916922045316,0.0065359784224317,0.0828655354167452,0.072792863913166,0.0040517330939632,0.0004414753593948
Hitters,1.0,1.0,#3776ab,baseline,0.20595587378078287,0.016417003729967388,0.19349873856630165,0.20436439075649115,0.03985220177690193,0.003355050965321828
Hitters,0.9623832529115516,1.180617420425409,#F0E442,ABU,0.2088656285059495,0.0163671038296441,0.1874323154748537,0.1358064400376467,0.0406783557959301,0.0018827082053639
Wage,1.0,1.0,#3776ab,baseline,0.08443981948528255,0.0026302878879476055,0.0464311273620415,0.03774171463501735,0.0039206360129489465,9.927157487486098e-05
Wage,1.0048436577179296,1.115115336870707,#F0E442,ABU,0.0838684194753924,0.0024621856093081,0.0354741071079955,0.0437940747101314,0.0029608161156185,9.66977468239733e-05
Boston,1.0432640415779515,0.9243096664140028,#CC79A7,SL_{0.1},15.118097811994108,1.8052150145101775,0.2422671995428033,0.125224046726359,3.510730815361212,0.2445677434113251
Carseats,0.9863819882256338,0.9021826538483196,#CC79A7,SL_{0.1},5.2193267848801765,0.2848630012887961,0.0542886696530619,0.0750905135249511,0.2872622483156311,0.0237097321255201
College,1.0309328430958684,1.0330718070193974,#CC79A7,SL_{0.1},0.0525175854093251,0.0064350402337724,0.0971652013016279,0.0803480733689239,0.0049497712604137,0.0005004909448907
Hitters,1.0130197475379872,0.862858637189685,#CC79A7,SL_{0.1},0.2086373672613741,0.0141655534651776,0.1841262878567666,0.1438107165098861,0.0379218905015523,0.002360941069352
